Year,Title,Gross
2016,Penny Pincher!,22955486
2017,Star Wars: Episode VIII - The Last Jedi,1332539889
2017,Beauty and the Beast,1263521126
2017,The Fate of the Furious,1236005118
2017,Despicable Me 3,1034799409
2017,Jumanji: Welcome to the Jungle,962077546
2017,Spider-Man: Homecoming,880166924
2017,Wolf Warrior 2,870325439
2017,Guardians of the Galaxy Vol. 2,863756051
2017,Thor: Ragnarok,853977126
2017,Wonder Woman,822963408
2017,Coco,807816196
2017,Pirates of the Caribbean: Dead Men Tell No Tales,794861794
2017,It,702781748
2017,Justice League,661324295
2017,Logan,619021436
2017,Transformers: The Last Knight,605425157
2017,Kong: Skull Island,568652812
2017,The Boss Baby,527965936
2017,Dunkirk,526045546
2017,War for the Planet of the Apes,490719763
2017,The Greatest Showman,434993183
2017,Kingsman: The Golden Circle,410902662
2017,The Mummy,409231607
2017,Cars 3,383930656
2017,Fifty Shades Darker,381545846
2017,Murder on the Orient Express,352789811
2017,xXx: Return of Xander Cage,346118277
2017,Never Say Die,334530869
2017,The Lego Batman Movie,312150384
2017,The Ex-File 3: Return of the Exes,307592427
2017,Annabelle: Creation,306592201
2017,Wonder,305937718
2017,Ferdinand,296069199
2017,Split,278454358
2017,Blade Runner 2049,259154159
2017,Kung Fu Yoga,257743016
2017,Get Out,255407969
2017,Baahubali 2: The Conclusion,254158390
2017,Journey to the West: The Demons Strike Back,247585244
2017,Alien: Covenant,240891763
2017,Paddington 2,227291591
2017,Youth,227091290
2017,Baby Driver,226945087
2017,Valerian and the City of a Thousand Planets,225874228
2017,Geostorm,221900160
2017,The Emoji Movie,217776646
2017,A Dog's Purpose,205035819
2017,Smurfs: The Lost Village,197183546
2017,The Shape of Water,195243464
2017,Pitch Perfect 3,185400345
2017,The Hitman's Bodyguard,183415183
2017,Daddy's Home 2,180613180
2017,The Post,179769457
2017,Baywatch,177856751
2017,John Wick: Chapter 2,171539887
2017,Ghost in the Shell,169801921
2017,"Three Billboards Outside Ebbing, Missouri",160060063
2017,Duckweed,152894264
2017,Darkest Hour,150847207
2017,King Arthur: Legend of the Sword,149175066
2017,The Foreigner,145374099
2017,Power Rangers,142337240
2017,Girls Trip,140552359
2017,American Made,134866593
2017,A Bad Moms Christmas,130560428
2017,Happy Death Day,125479266
2017,Captain Underpants: The First Epic Movie,125427681
2017,The Lego Ninjago Movie,123681555
2017,Secret Superstar,122026260
2017,The Commuter,119942387
2017,Forever Young,119055731
2017,The Dark Tower,113231078
2017,Buddies in India,110155128
2017,Along With the Gods: The Two Worlds,109383972
2017,Immortal Demon Slayer,103818506
2017,Jigsaw,102952888
2017,Life,100541806
2017,Atomic Blonde,100014025
2017,Legend of the Demon Cat,97051623
2017,The Shack,96942115
2017,Chasing the Dragon,87965942
2017,Tiger Zinda Hai,87320000
2017,A Taxi Driver,86252940
2017,Going in Style,85218541
2017,Rings,83080890
2017,Once Upon A Time,82886178
2017,Paradox,79226860
2017,Lady Bird,78965611
2017,Fantastica: A Boonie Bears Adventure,77151096
2017,The Nut Job 2: Nutty by Nature,68743485
2017,American Assassin,67234188
2017,Victoria & Abdul,66558465
2017,Suck Me Shakespeer 3,64236772
2017,Detective Conan: Crimson Love Letter,63144805
2017,The Mountain Between Us,62832209
2017,The Star,62812974
2017,How to Be a Latin Lover,62547032
2017,47 Meters Down,62187529
2017,"Everything, Everything",61721140
2017,Doraemon: Great Adventure in the Antarctic Kachi Kochi,61153455
2017,Snatched,60845711
2017,The Founding of an Army,60600361
2017,My Little Pony: The Movie,60330833
2017,Molly's Game,59284015
2017,Xian yi ren X de xian shen,59035664
2017,Shock Wave,58824459
2017,Goldbuster,57628292
2017,All the Money in the World,56996304
2017,The Big Sick,56411585
2017,Confidential Assignment,55972241
2017,All Eyez on Me,55668698
2017,Downsizing,55003890
2017,"I, Tonya",53939297
2017,1987: When the Day Comes,53834292
2017,The Outlaws,52946454
2017,Bleeding Steel,48825526
2017,Logan Lucky,48453605
2017,Boo 2! A Madea Halloween,48333932
2017,Sky Hunter,48065601
2017,Phantom Thread,47756590
2017,Rough Night,47347283
2017,Son of Bigfoot,47046281
2017,Three Seconds,46596415
2017,The Thousand Faces of Dunjia,46263237
2017,The Battleship Island,46183383
2017,Hanson and the Beast,46154323
2017,Gintama Live Action the Movie,45746967
2017,Guilty of Mind,45698503
2017,Flatliners,45158254
2017,Bad Genius,44560421
2017,Mother!,44516999
2017,Wind River,43980821
2017,Battle of Memories,43892362
2017,The Snowman,43155261
2017,Gifted,43046590
2017,Loving Vincent,42187665
2017,Call Me by Your Name,42112584
2017,Mary and the Witch's Flower,41978431
2017,T2 Trainspotting,41681746
2017,Fist Fight,41187017
2017,The Circle,40656399
2017,Diary of a Wimpy Kid: The Long Haul,40140972
2017,Brotherhood of Blades 2,39966092
2017,Midnight Runners,39730433
2017,The King,37886707
2017,Pokémon the Movie: I Choose You!,37552144
2017,Home Again,37270721
2017,The Adventurers,36796816
2017,"Tad, the Lost Explorer, and the Secret of King Midas",35704046
2017,Hostiles,35669017
2017,Namiya,35351623
2017,Destiny: The Tale of Kamakura,35166640
2017,The Liquidator,35046130
2017,Kidnap,34814102
2017,R.A.I.D. Special Unit,34598750
2017,The House,34284504
2017,I Want to Eat Your Pancreas,33748006
2017,Perfect Strangers,33262366
2017,Sleepless,32917353
2017,Hindi Medium,32841493
2017,Steel Rain,32783733
2017,The House That Never Dies II,32433588
2017,The Invisible Guest,31191910
2017,This Is Not What I Expected,30996615
2017,The Last Warrior,30618274
2017,Reset 2017 Re-release,29949252
2017,The Bye Bye Man,29874280
2017,The Disaster Artist,29820616
2017,The Swindlers,29721916
2017,Alibi.com,29370592
2017,Sword Art Online the Movie: Ordinal Scale,29322339
2017,Recep Ivedik 5,28952258
2017,Judwaa 2,28733523
2017,The Fortress,28645448
2017,What Happened to Monday,27975429
2017,Monster Family,27890108
2017,The Beguiled,27869129
2017,CHIPS,26800152
2017,A Cure for Wellness,26620002
2017,Only the Brave,26351322
2017,Twenty Two,26289378
2017,The Zookeeper's Wife,26152835
2017,The Bride of Badrinath,26134309
2017,A Chinese Odyssey: Part 2 - Cinderella 2017 Re-release,25960664
2017,Love Off the Cuff,25959989
2017,Father Figures,25701244
2017,Fireworks,25672406
2017,Money,25403753
2017,Leap! 2017 Re-release,25376094
2017,The Death of Stalin,24646055
2017,The 8-Year Engagement,24425963
2017,Jolly LLB 2,24214186
2017,I Can Speak,24024444
2017,Wish Upon,23468586
2017,Detroit,23355100
2017,Extraordinary Mission,22757764
2017,The Glass Castle,22088533
2017,Épouse-moi mon pote,21571464
2017,The Prison,21205329
2017,One Hundred Thousand Bad Jokes 2,20460352
2018,Avengers: Infinity War,2048359754
2018,Black Panther,1346913161
2018,Jurassic World: Fallen Kingdom,1308467944
2018,Incredibles 2,1242805359
2018,Aquaman,1151961807
2018,Bohemian Rhapsody,903655259
2018,Venom,856085151
2018,Mission: Impossible - Fallout,791115104
2018,Deadpool 2,734546611
2018,Fantastic Beasts: The Crimes of Grindelwald,655755901
2018,Ant-Man and the Wasp,622674139
2018,Ready Player One,583490172
2018,Operation Red Sea,579330426
2018,Detective Chinatown 2,544185156
2018,Ralph Breaks the Internet,529323962
2018,The Meg,529243742
2018,Hotel Transylvania 3: Summer Vacation,528583774
2018,The Grinch,512453517
2018,Bumblebee,467989645
2018,Dying to Survive,451176639
2018,A Star Is Born,436388866
2018,Rampage,428128233
2018,Mamma Mia! Here We Go Again,395044706
2018,Solo: A Star Wars Story,392924807
2018,Spider-Man: Into the Spider-Verse,375582637
2018,Fifty Shades Freed,371985018
2018,Hello Mr. Billionaire,366961907
2018,The Nun,366050119
2018,Monster Hunt 2,361682618
2018,Peter Rabbit,351266433
2018,Mary Poppins Returns,349537494
2018,A Quiet Place,340939361
2018,Green Book,321752656
2018,Skyscraper,304868961
2018,Ocean's Eight,297718711
2018,Pacific Rim: Uprising,290930148
2018,Maze Runner: The Death Cure,288175335
2018,Tomb Raider,274950803
2018,Halloween,255485178
2018,Crazy Rich Asians,239032921
2018,Smallfoot,217940103
2018,Creed II,214215889
2018,Us and Them,209221380
2018,The Island,198326350
2018,Christopher Robin,197744377
2018,The Equalizer 2,190400157
2018,Project Gutenberg,188116796
2018,The Mule,174804407
2018,The Nutcracker and the Four Realms,173961069
2018,Insidious: The Last Key,167885588
2018,The Predator,160542134
2018,Johnny English Strikes Again,158970776
2018,Red Sparrow,151572634
2018,More Than Blue,142958164
2018,The First Purge,137056262
2018,How Long Will I Love U,136796719
2018,A Wrinkle in Time,132675864
2018,The House with a Clock in Its Walls,131457147
2018,Instant Family,120556201
2018,A Cool Fish,118153135
2018,Game Night,117679066
2018,Dragon Ball Super: Broly,115750445
2018,The Monkey King 3,115084576
2018,First Man,105697415
2018,Book Club,104438188
2018,Night School,103105878
2018,Detective Conan: Zero the Enforcer,101860359
2018,Alpha,99630675
2018,Along With the Gods: The Last 49 Days,97962238
2018,A Simple Favor,97644617
2018,Boonie Bears: The Big Shrink,96845907
2018,The Favourite,95918706
2018,Truth or Dare,95330493
2018,Kill Mobile,94870905
2018,I Feel Pretty,94539426
2018,Blockers,94017294
2018,BlacKkKlansman,93400823
2018,Goosebumps 2: Haunted Halloween,93320380
2018,Shadow,91708374
2018,Overboard,91244913
2018,Sherlock Gnomes,90497778
2018,Detective Dee: The Four Heavenly Kings,90040771
2018,"Hello, Mrs. Money",86874070
2018,Robin Hood,86489031
2018,I Can Only Imagine,86086881
2018,Hidden Man,85170581
2018,Mortal Engines,83672673
2018,iPartment the Movie,81096321
2018,Doraemon the Movie: Nobita's Treasure Island,80920916
2018,Den of Thieves,80509622
2018,Hereditary,80080156
2018,Code Blue: The Movie,78778562
2018,Tag,78230625
2018,Sanju,76693052
2018,Vice,76073488
2018,Widows,75984700
2018,Sicario: Day of the Soldado,75837743
2018,Searching,75462037
2018,The Spy Who Dumped Me,75320680
2018,Animal World,74922830
2018,Amazing China,72506343
2018,Second Act,72282227
2018,Spirited Away 2018 Re-release,70186029
2018,Shoplifters,67999335
2018,12 Strong,67359190
2018,"Love, Simon",66316289
2018,Mile 22,66308758
2018,Life of the Party,65659911
2018,L Storm,64517456
2018,Capernaum,64417003
2018,Isle of Dogs,64241499
2018,Andhadhun,62475342
2018,Adrift,59945012
2018,The 15:17 to Paris,57176286
2018,A or B,56239049
2018,Go Brother!,54663060
2018,Early Man,54622814
2018,Peppermint,53918723
2018,Teen Titans GO! To the Movies,52390236
2018,Slender Man,51738549
2018,Breaking In,51411620
2018,Cry Me a Sad River,51400614
2018,Once Upon a Deadpool 2018 Re-release,51349833
2018,Simmba,51329025
2018,Family is Family,49954866
2018,Death Wish,49562710
2018,The Magic Tuche,47427990
2018,Golden Job,47287851
2018,Mary Queen of Scots,46712809
2018,Uncle Drew,46664414
2018,Acrimony,46403669
2018,Asterix: The Secret of the Magic Potion,46214871
2018,Bajrangi Bhaijaan 2018 Re-release,45579004
2018,Winchester,44019588
2018,Annihilation,43070915
2018,The Possession of Hannah Grace,43016528
2018,Long Day's Journey Into Night,42140994
2018,Overlord,41657844
2018,The Great Battle,41509280
2018,The Darkest Minds,41142379
2018,"Lost, Found",41043552
2018,Holmes & Watson,40466970
2018,Intimate Strangers,39576060
2018,Thugs of Hindostan,39570044
2018,Sink or Swim,39193850
2018,Show Dogs,39156854
2018,Believer,39047153
2018,The Spy Gone North,38844509
2018,On the Basis of Sex,38673750
2018,Taxi 5,38598227
2018,Fat Buddies,37496410
2018,Till The End Of The World,37013733
2018,2,36945969
2018,Nothing to Lose,36075317
2018,Mia and the White Lion,35487190
2018,The Girl in the Spider's Web,35164920
2018,The Hate U Give,34934009
2018,Nobody's Fool,33705333
2018,Baaghi 2,33139063
2018,The Hurricane Heist,32517248
2018,All About Me,31920159
2018,Bad Times at the El Royale,31882724
2018,Beautiful Boy,31711319
2018,Hunter Killer,31672678
2018,Super Troopers 2,31626386
2018,The Strangers: Prey at Night,31039126
2018,Gintama 2: Rules are Made to be Broken,30896653
2018,The Way of the Bug,30355804
2018,Clergy,30114115
2018,Ice,29806210
2018,Free Solo,29390279
2018,Dark Figure of Crime,29176133
2018,Pad Man,29045020
2018,Mirai,28756961
2018,Default,27694043
2018,One Cut of the Dead,27590180
2018,The Happytime Murders,27506452
2018,Midnight Sun,27365467
2018,VIP Policeman,27222681
2018,My Neighbor Totoro 2018 Re-release,27083857
2018,The Faces of My Gene,26796279
2018,Badhaai Ho,26125610
2018,Hichki,26055222
2018,Champions,25962612
2018,White Boy Rick,25957482
2018,"Paul, Apostle of Christ",25915966
2018,Keys to the Heart,25375866
2018,Stan & Ollie,24420923
2018,The Witch: Part 1 - The Subversion,24340302
2018,The Accidental Detective 2: In Action,24243825
2018,Killing for the Prosecution,23929620
2018,Pokémon the Movie: The Power of Us,23740788
2018,The Guernsey Literary and Potato Peel Pie Society,23148937
2018,The Crimes That Bind,23144130
2018,New Happy Dad and Son 3: Adventure in Russia,23130469
2018,Padmaavat,22991060
2018,Won't You Be My Neighbor?,22844741
2018,Europe Raiders,22435156
2018,Mojin: The Worm Valley,22381583
2018,Stree,22075730
2019,Avengers: Endgame,2799439100
2019,The Lion King,1656943394
2019,Frozen II,1450026933
2019,Spider-Man: Far from Home,1131927996
2019,Captain Marvel,1128274794
2019,Joker,1078751311
2019,Star Wars: Episode IX - The Rise of Skywalker,1074144248
2019,Toy Story 4,1073394593
2019,Aladdin,1050693953
2019,Jumanji: The Next Level,801693929
2019,Fast & Furious Presents: Hobbs & Shaw,760732926
2019,Ne Zha,726063471
2019,The Wandering Earth,699856699
2019,How to Train Your Dragon: The Hidden World,521799505
2019,Maleficent: Mistress of Evil,491730089
2019,It Chapter Two,473093228
2019,"My People, My Country",450064993
2019,Pokémon: Detective Pikachu,433305346
2019,The Secret Life of Pets 2,431164459
2019,The Captain,417282021
2019,Alita: Battle Angel,404980543
2019,Godzilla: King of the Monsters,387300138
2019,1917,384580017
2019,Once Upon a Time... in Hollywood,377426903
2019,Shazam!,365971656
2019,Dumbo,353284621
2019,John Wick: Chapter 3 - Parabellum,327777335
2019,Crazy Alien,327598891
2019,Knives Out,312897920
2019,Terminator: Dark Fate,261119292
2019,Parasite,258098332
2019,Us,256022707
2019,Pegasus,255863112
2019,Men in Black: International,253890701
2019,Dark Phoenix,252442974
2019,Glass,246999039
2019,The Bravest,245179562
2019,Annabelle Comes Home,231252591
2019,Better Days,225918798
2019,Ford v Ferrari,225508210
2019,Little Women,218843645
2019,The Addams Family,203044905
2019,Rocketman,195320400
2019,Downton Abbey,194694725
2019,Weathering with You,192822685
2019,The Lego Movie 2: The Second Part,192306508
2019,Sheep Without a Shepherd,191602146
2019,The White Storm 2: Drug Lords,189396380
2019,Abominable,188623517
2019,Ip Man 4: The Finale,176345966
2019,Gemini Man,173469516
2019,Spies in Disguise,171616764
2019,Hustlers,157563598
2019,The Climbers,156892866
2019,Escape Room,155712077
2019,Yesterday,154608856
2019,The Angry Birds Movie 2,147792047
2019,Angel Has Fallen,146661977
2019,Ad Astra,127461872
2019,Midway,127390389
2019,The Upside,125852517
2019,Last Christmas,123446172
2019,The Curse of La Llorona,123233739
2019,Looking Up,122994583
2019,Zombieland: Double Tap,122810399
2019,Dora and the Lost City of Gold,120597108
2019,Extreme Job,119932733
2019,Wonder Park,119559110
2019,P Storm,117991727
2019,Detective Conan: The Fist of Blue Sapphire,115448200
2019,The Gentlemen,115171795
2019,Pet Sematary,113118226
2019,Boonie Bears: Blast Into the Past,112367881
2019,Good Boys,111173598
2019,Scary Stories to Tell in the Dark,104545505
2019,Line Walker 2: Invisible Spy,99482027
2019,The Hustle,97409779
2019,The New King of Comedy,95618308
2019,Adoring,94975692
2019,Five Feet Apart,92554209
2019,Crawl,91542097
2019,Rambo: Last Blood,91490353
2019,Jojo Rabbit,90335025
2019,Serial (Bad) Weddings 2,87761988
2019,One Piece: Stampede,81562741
2019,A Dog's Way Home,80708134
2019,A Dog's Journey,78870908
2019,Cold Pursuit,76419755
2019,Cats,75558925
2019,A Madea Family Funeral,74747725
2019,Charlie's Angels,73279888
2019,Doctor Sleep,72381712
2019,What Men Want,72216294
2019,Exit,69501772
2019,After,69497587
2019,Playing with Fire,69412425
2019,A Beautiful Day in the Neighborhood,67925733
2019,War,67179155
2019,Doraemon: Nobita's Chronicle of the Moon Exploration,65406606
2019,Happy Death Day 2U,64600152
2019,White Snake,62098770
2019,Bombshell,61404394
2019,Ashfall,61354854
2019,Ma,61220784
2019,My Best Summer,60011073
2019,Ready or Not,57615777
2019,Jade Dynasty,57149764
2019,The Perfect Secret,56573047
2019,The Big Shot,56040681
2019,Hellboy,55064690
2019,Les Misérables,54606372
2019,Long Shot,53873809
2019,Just Mercy,50901502
2019,Son of a Rich,50803834
2019,Kingdom,50574061
2019,Breakthrough,50444358
2019,Uncut Gems,50023780
2019,21 Bridges,49939757
2019,Song of Youth,49615508
2019,The Grudge,49511319
2019,Little,48987096
2019,Isn't It Romantic,48791187
2019,The Legend of Hei,48507082
2019,Countdown,48021766
2019,Midsommar,47850980
2019,Queen & Slim,47834125
2019,47 Meters Down: Uncaged,47582563
2019,Chasing the Dragon II: Wild Wild Bunch,45733356
2019,Judy,45701880
2019,Child's Play,44907074
2019,Richard Jewell,44645542
2019,Harriet,43347017
2019,A Shaun the Sheep Movie: Farmageddon,43100248
2019,Fighting with My Family,41503392
2019,Masquerade Hotel,40396244
2019,The Last Wish,39756292
2019,Uri: The Surgical Strike,39346577
2019,Overcomer,38026103
2019,T-34,37410850
2019,Pain and Glory,37359689
2019,A Witness Out of the Blue,37092694
2019,The Intruder,36599361
2019,The Queen's Corgi,35515687
2019,Warrior of the Hornor,34291831
2019,The Battle: Roar to Victory,34148707
2019,The Bad Guys: The Movie,34024386
2019,The Good Liar,33856058
2019,The Art of Racing in the Rain,33766787
2019,Brightburn,33224654
2019,Bharat,33185983
2019,Fly Me to the Saitama,32802347
2019,UglyDolls,32450241
2019,Stuber,32390945
2019,Hit Me Anyone One More Time!,32333512
2019,Somewhere Winter,32218990
2019,The Kid Who Would Be King,32140970
2019,Two Tigers,32001580
2019,Anna,31626978
2019,My Dear Liar,31177968
2019,The Wild Goose Lake,31064835
2019,My Hero Academia: Heroes Rising,29971229
2019,Fall In Love At First Kiss,29206238
2019,Gully Boy,28299498
2019,Kim Ji-young: Born 1982,27696393
2019,Pokémon: Mewtwo Strikes Back - Evolution,27347118
2019,Almost a Comedy,26990962
2019,Total Dhamaal,26911995
2019,Missing Link,26565710
2019,No Manches Frida 2,26493648
2019,The Confidence Man JP,26228317
2019,The Confidence Man JP: The Movie,25958189
2019,"The Gangster, the Cop, the Devil",25775371
2019,Bodies at Rest,25293853
2019,Booksmart,24959607
2019,Super 30,24701637
2019,Skyfire,24444590
2019,Start-Up,24106579
2019,Pinocchio,23841090
2019,A Rainy Day in New York,23805899
2019,The Peanut Butter Falcon,23712090
2019,Little White Lies 2,23623665
2019,Ossan's Love: Love or Dead,23422744
2019,Only Cloud Knows,23414998
2019,Dark Waters,23108017
2019,The Farewell,23076657
2019,The Knight of Shadows: Between Yin and Yang,22936257
2019,Black and Blue,22741061
2019,Late Night,22386555
2019,Unplanned,21585326
2019,Crazy Romance,21386368
2019,Shaft,21360215
2019,Hotel Mumbai,21314816
2019,Integrity,21290004
2019,The Secret Mission,21083522
2019,This Is Tomas,20084169
2019,The Specials,19363826
2019,Always Miss You,19015465
2019,An Officer and a Spy,18899214
2019,Crayon Shin-chan: Honeymoon Hurricane - The Lost Hiroshi,18738951
2019,Greta,18653107
2020,The Eight Hundred,461421559
2020,Demon Slayer: Kimetsu no Yaiba - The Movie: Mugen Train,453230408
2020,Bad Boys for Life,426505244
2020,"My People, My Homeland",422390820
2020,Tenet,365304105
2020,Sonic the Hedgehog,319715683
2020,Dolittle,251410631
2020,Jiang Ziya,240646355
2020,A Little Red Flower,216000000
2020,The Croods: A New Age,215905815
2020,Birds of Prey,205358461
2020,Shock Wave 2,198921659
2020,Wonder Woman 1984,169601036
2020,The Sacrifice,161047608
2020,The Invisible Man,144492724
2020,Onward,141940042
2020,Warm Hug,129240236
2020,Soul,121903885
2020,The Call of the Wild,111166669
2020,Mamma Mia! 2020 Re-release,84604815
2020,Caught in Time,80543319
2020,Mulan,69965374
2020,The Yin-Yang Master: Dream of Eternity,68000000
2020,Stand by Me Doraemon 2,65201374
2020,The Rescue,64237554
2020,Love You Forever,60670799
2020,Greenland,52300000
2020,Tolo Tolo,52186426
2020,Vanguard,50866901
2020,Fantasy Island,49447308
2020,Trolls World Tour,49276818
2020,The New Mutants,49169594
2020,After We Collided,47990414
2020,"From Today, It's My Turn: The Movie",47895887
2020,Tanhaji: The Unsung Warrior,45221814
2020,Unhinged,44331465
2020,The End of Endless Love,43950000
2020,The War with Grandpa,43387638
2020,Peninsula,42698327
2020,Monster Hunter,42145959
2020,Underwater,40882928
2020,Bloodshot,39861118
2020,Sarileru Neekevvaru,37389889
2020,The Untold Tale of the Three Kingdoms,36747486
2020,The Confidence Man JP: Princess,36109913
2020,The Man Standing Next,34664900
2020,My Mom is a Character 3,34360029
2020,Doraemon the Movie: Nobita's New Dinosaur,34218525
2020,Deliver Us from Evil,33718703
2020,Harry Potter and the Sorcerer's Stone 2020 Re-release,31503136
2020,Honest Thief,31220247
2020,Like a Boss,30399490
2020,The Witches,29303571
2020,Bath Buddy,28700000
2020,Scoob!,28588425
2020,Ala Vaikunthapurramuloo,28477890
2020,Emma.,26404660
2020,Leap,25818882
2020,Gravity 2020 Re-release,24857278
2020,The Father,24048935
2020,Poupelle of Chimney Town,22715146
2020,Gretel & Hansel,22304357
2020,Moana 2020 Re-release,21737046
2020,Stigmatized Properties,21276720
2020,Pokémon the Movie: Secrets of the Jungle,21097921
2020,The Photograph,20690779
2020,Threads - Our Tapestry of Love,20474270
2020,Violet Evergarden: The Movie,20339624
2020,Brahms: The Boy II,20311536
2020,Interstellar 2020 Re-release,19990000
2020,Ice 2,19788995
2020,Soul Snatcher,19561221
2020,The Turning,19428166
2020,Fate/stay night [Heaven's Feel] III. spring song,19252497
2020,Promising Young Woman,18854166
2020,Takizawa Enbujo Zero,18091395
2020,Freaky,18073433
2020,The Promised Neverland,17710977
2020,Kaiji: Final Game,17645779
2020,Hitman: Agent Jun,17601351
2020,Digimon Adventure: Last Evolution Kizuna,17361009
2020,Bye Bye Morons,16955924
2020,Baaghi 3,16726510
2020,I Still Believe,16069730
2020,The Way Back,15490514
2020,Father There is Only One 2,15373181
2020,The Personal History of David Copperfield,14399270
2020,Nightlife,14308789
2020,Pawn,14193957
2020,The Post 2020 Re-release,13995207
2020,#Alive,13432212
2020,Howling Village,13394556
2020,Come Play,13182254
2020,Samjin Company English Class,12761386
2020,Another Round,12745392
2020,News of the World,12668325
2020,Collectors,12640113
2020,Shinchan: Crash! Scribble Kingdom and Almost Four Heroes,12221804
2020,Ducobu 3,12157793
2020,The Asadas,11888743
2020,Wotakoi: Love Is Hard for Otaku,11702371
2020,30 jours max,11007713
2020,Bigfoot Family,10987975
2020,The Voice of Sin,10983063
2020,Two by Two: Overboard!,10885076
2020,Let Him Go,10835686
2020,One Second,10791301
2020,Me contro Te - Il film: La vendetta del Signor S,10779891
2020,Impractical Jokers: The Movie,10691091
2020,Honest Candidate,10597464
2020,The Hunt,10550350
2020,Street Dancer 3D,10339127
2020,My Spy,10200000
2020,100% Wolf,9766489
2020,Stolen Identity 2,9687188
2020,Inception 10th Anniversary re-release,9581100
2020,10 Days with Dad,9472077
2020,Secret Zoo,9471940
2020,365 Days,9458590
2020,Okay Madam,9433525
2020,L'appel de la forêt,9317347
2020,The Closet,9039424
2020,Malasaña 32,8968845
2020,Break the Silence: The Movie,8954345
2020,I Hate Summer,8926071
2020,Downhill,8899195
2020,Les blagues de Toto,8859185
2020,The Secret Garden,8721243
2020,War of the Eltis,8613864
2020,Malang,8399765
2020,Your Eyes Tell,8020474
2020,"My Donkey, My Lover & I",7974769
2020,AI Amok,7932191
2020,The Lost Prince,7837980
2020,Antebellum,7792716
2020,The Marriage Escape,7760946
2020,Spirited Away Studio Ghibli Fest 2020,7732697
2020,Princess Mononoke Studio Ghibli Fest 2020,7673800
2020,The Heist of the Century,7627100
2020,De Gaulle,7501454
2020,Fukushima 50,7494243
2020,The Best Years,7355020
2020,Mamma Mia! Here We Go Again 2020 Re-release,7225624
2020,Bohemian Rhapsody 2020 Re-release,7158262
2020,The (UN)perfect Guy,7154649
2020,Spycies,7128952
2020,Back to the Wharf,7090000
2020,Adu,7085946
2020,Fatale,7031289
2020,Dragon Rider,6977378
2020,Jim Button and the Wild 13,6933267
2020,Psy 3: W imie zasad,6725146
2020,Blood Moon Party,6709383
2020,Innocence,6688330
2020,Shubh Mangal Zyada Saavdhan,6574905
2020,Chhapaak,6532100
2020,"Love Me, Love Me Not",6494241
2020,Hammamet,6434874
2020,Lindenberg! Mach dein Ding,6404964
2020,Midnight Swan,6397065
2020,Nausicaä of the Valley of the Wind 2020 Re-release,6395525
2020,Simply Black,6323750
2020,My Boyfriend's Meds,6292780
2020,Bill & Ted Face the Music,6274027
2020,Hotel Belgrade,6189882
2020,How to Be a Good Wife,6033430
2020,The Legacy Of Dr. Death: Black File,6024046
2020,A Piece of Cake,6008448
2020,The Rhythm Section,5989583
2020,How I Became a Gangster,5975729
2020,The Innocent,5929392
2020,Twiceborn,5880157
2020,The Royal Bride,5830719
2020,Beasts Clawing at Straws,5796059
2020,The Lion King 2020 Re-release,5773266
2020,Last Letter,5663972
2020,Yowamushi Pedal: The Movie 2020 Re-release,5624218
2020,Hocus Pocus 2020 Re-release,5609193
2020,Klassikokkutulek 2: Pulmad ja matused,5543147
2020,Mama Weed,5461144
2020,Divorce Club,5316313
2020,Cats & Dogs 3: Paws Unite,5300000
2020,Cindy La Regia,5222322
2020,Run,5184368
2020,Love Aaj Kal,5120794
2020,Masked Ward,5107013
2020,Ayyappanum Koshiyum,5088713
2020,Baba Parasi,5084342
2020,Die Känguru-Chroniken,5081127
2020,The Real Exorcist,5035830
2020,Mayday,5011408
2020,Bheeshma,4997080
2020,Made in Abyss: Dawn of the Deep Soul,4971635
2020,Godai - The Wunderkind,4948225
2020,Military Wives,4890505
2020,Panga,4886124
2020,The Tales for Old and Young,4853143
2020,Streltsov,4850073
2020,Persian Lessons,4849240
2020,The SpongeBob Movie: Sponge on the Run,4810790
2021,Spider-Man: No Way Home,1912233593
2021,The Battle at Lake Changjin,902548476
2021,"Hi, Mom",822009764
2021,No Time to Die,774153007
2021,F9: The Fast Saga,726229501
2021,Detective Chinatown 3,686257563
2021,Venom: Let There Be Carnage,506863592
2021,Godzilla vs. Kong,470116094
2021,Shang-Chi and the Legend of the Ten Rings,432243292
2021,Sing 2,408402685
2021,Eternals,402064899
2021,Dune,402027830
2021,Black Widow,379751655
2021,Free Guy,331526598
2021,A Quiet Place Part II,297372261
2021,Encanto,256786742
2021,Cruella,233503234
2021,"My Country, My Parents",221831086
2021,Jungle Cruise,220889446
2021,The Conjuring: The Devil Made Me Do It,206431050
2021,Raging Fire,205842393
2021,Ghostbusters: Afterlife,204334455
2021,Chinese Doctors,197143218
2021,Cliff Walkers,181325565
2021,The Suicide Squad,168717425
2021,Jujutsu Kaisen 0,166760828
2021,Space Jam: A New Legacy,163692228
2021,The Matrix Resurrections,157386805
2021,Peter Rabbit 2: The Runaway,153901717
2021,House of Gucci,153269161
2021,A Writer's Odyssey,150123320
2021,The Boss Baby 2: Family Business,146745280
2021,PAW Patrol: The Movie,144327371
2021,Tom & Jerry,136536687
2021,Be Somebody,132326332
2021,Halloween Kills,131647155
2021,Raya and the Last Dragon,130423032
2021,Sister,128317206
2021,The King's Man,125897478
2021,The Addams Family 2,119815153
2021,My Love,116720921
